,name,type,end_url,sprite_url
253,dialga,steel,dialga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png
254,dialga,steel,dialga-origin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10245.png
255,diancie,rock,diancie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png
256,diancie,rock,diancie-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10075.png
257,diggersby,normal,diggersby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png
258,diglett,ground,diglett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/50.png
259,diglett,ground,diglett-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10105.png
260,dipplin,grass,dipplin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png
261,ditto,normal,ditto,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png
262,dodrio,normal,dodrio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png
263,doduo,normal,doduo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png
264,dolliv,grass,dolliv,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png
265,dondozo,water,dondozo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png
266,donphan,ground,donphan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png
267,dottler,bug,dottler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png
268,doublade,steel,doublade,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png
269,dracovish,water,dracovish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png
270,dracozolt,electric,dracozolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png
271,dragalge,poison,dragalge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png
272,dragapult,dragon,dragapult,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png
273,dragonair,dragon,dragonair,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png
274,dragonite,dragon,dragonite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png
275,drakloak,dragon,drakloak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png
276,drampa,normal,drampa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png
277,drapion,poison,drapion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png
278,dratini,dragon,dratini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png
279,drednaw,water,drednaw,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png
280,drednaw,water,drednaw-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10214.png
281,dreepy,dragon,dreepy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png
282,drifblim,ghost,drifblim,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png
283,drifloon,ghost,drifloon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png
284,drilbur,ground,drilbur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png
285,drizzile,water,drizzile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png
286,drowzee,psychic,drowzee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png
287,druddigon,dragon,druddigon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png
288,dubwool,normal,dubwool,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png
289,ducklett,water,ducklett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png
290,dudunsparce,normal,dudunsparce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png
291,dudunsparce,normal,dudunsparce-three-segment,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10255.png
292,dugtrio,ground,dugtrio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/51.png
293,dugtrio,ground,dugtrio-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10106.png
294,dunsparce,normal,dunsparce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png
295,duosion,psychic,duosion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png
296,duraludon,steel,duraludon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png
297,duraludon,steel,duraludon-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10225.png
298,durant,bug,durant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png
299,dusclops,ghost,dusclops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png
300,dusknoir,ghost,dusknoir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png
301,duskull,ghost,duskull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png
302,dustox,bug,dustox,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png
303,dwebble,bug,dwebble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png
304,eelektrik,electric,eelektrik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png
305,eelektross,electric,eelektross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png
306,eevee,normal,eevee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png
307,eevee,normal,eevee-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10205.png
308,eevee,normal,eevee-starter,
309,eiscue,ice,eiscue-ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png
310,eiscue,ice,eiscue-noice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10185.png
311,ekans,poison,ekans,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/23.png
312,eldegoss,grass,eldegoss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png
313,electabuzz,electric,electabuzz,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png
314,electivire,electric,electivire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png
315,electrike,electric,electrike,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png
316,electrode,electric,electrode,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png
317,electrode,electric,electrode-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10232.png
318,elekid,electric,elekid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png
319,elgyem,psychic,elgyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png
320,emboar,fire,emboar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png
321,emolga,electric,emolga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png
322,empoleon,water,empoleon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png
323,enamorus,fairy,enamorus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png
324,enamorus,fairy,enamorus-therian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10249.png
325,entei,fire,entei,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png
326,escavalier,bug,escavalier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png
327,espathra,psychic,espathra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png
328,espeon,psychic,espeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png
329,espurr,psychic,espurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png
330,eternatus,poison,eternatus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png
331,eternatus,poison,eternatus-eternamax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10190.png
332,excadrill,ground,excadrill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png
333,exeggcute,grass,exeggcute,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png
334,exeggutor,grass,exeggutor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png
335,exeggutor,grass,exeggutor-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10114.png
336,exploud,normal,exploud,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png
337,falinks,fighting,falinks,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png
338,farfetchd,normal,farfetchd,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png
339,farfetchd,fighting,farfetchd-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10166.png
340,farigiraf,normal,farigiraf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png
341,fearow,normal,fearow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/22.png
342,feebas,water,feebas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png
343,fennekin,fire,fennekin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png
344,feraligatr,water,feraligatr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png
345,ferroseed,grass,ferroseed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png
346,ferrothorn,grass,ferrothorn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png
347,fezandipiti,poison,fezandipiti,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png
348,fidough,fairy,fidough,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png
349,finizen,water,finizen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png
350,finneon,water,finneon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png
351,flaaffy,electric,flaaffy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png
352,flabebe,fairy,flabebe,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png
353,flamigo,flying,flamigo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png
354,flapple,grass,flapple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png
355,flapple,grass,flapple-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10216.png
356,flareon,fire,flareon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png
357,fletchinder,fire,fletchinder,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png
358,fletchling,normal,fletchling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png
359,flittle,psychic,flittle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png
360,floatzel,water,floatzel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png
361,floette,fairy,floette,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png
362,floette,fairy,floette-eternal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10061.png
363,floragato,grass,floragato,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png
364,florges,fairy,florges,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png
365,flutter,ghost,flutter-mane,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png
366,flygon,ground,flygon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png
367,fomantis,grass,fomantis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png
368,foongus,grass,foongus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png
369,forretress,bug,forretress,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png
370,fraxure,dragon,fraxure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png
371,frigibax,dragon,frigibax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png
372,frillish,water,frillish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png
373,froakie,water,froakie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png
374,frogadier,water,frogadier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png
375,froslass,ice,froslass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png
376,frosmoth,ice,frosmoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png
377,fuecoco,fire,fuecoco,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png
378,furfrou,normal,furfrou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png
379,furret,normal,furret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png
380,gabite,dragon,gabite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png
381,gallade,psychic,gallade,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png
382,gallade,psychic,gallade-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10068.png
383,galvantula,bug,galvantula,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png
384,garbodor,poison,garbodor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png
385,garbodor,poison,garbodor-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10207.png
386,garchomp,dragon,garchomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png
387,garchomp,dragon,garchomp-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10058.png
388,gardevoir,psychic,gardevoir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png
389,gardevoir,psychic,gardevoir-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10051.png
390,garganacl,rock,garganacl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png
391,gastly,ghost,gastly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png
392,gastrodon,water,gastrodon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png
393,genesect,bug,genesect,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png
394,gengar,ghost,gengar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png
395,gengar,ghost,gengar-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10202.png
396,gengar,ghost,gengar-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10038.png
397,geodude,rock,geodude,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png
398,geodude,rock,geodude-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10109.png
399,gholdengo,steel,gholdengo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png
400,gible,dragon,gible,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png
401,gigalith,rock,gigalith,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png
402,gimmighoul,ghost,gimmighoul,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png
403,gimmighoul,ghost,gimmighoul-roaming,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10263.png
404,girafarig,normal,girafarig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png
405,giratina,ghost,giratina-altered,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png
406,giratina,ghost,giratina-origin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10007.png
407,glaceon,ice,glaceon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png
408,glalie,ice,glalie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png
409,glalie,ice,glalie-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10074.png
410,glameow,normal,glameow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png
411,glastrier,ice,glastrier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png
412,gligar,ground,gligar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png
413,glimmet,rock,glimmet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png
414,glimmora,rock,glimmora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png
415,gliscor,ground,gliscor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png
416,gloom,grass,gloom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/44.png
417,gogoat,grass,gogoat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png
418,golbat,poison,golbat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/42.png
419,goldeen,water,goldeen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png
420,golduck,water,golduck,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/55.png
421,golem,rock,golem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png
422,golem,rock,golem-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10111.png
423,golett,ground,golett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png
424,golisopod,bug,golisopod,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png
425,golurk,ground,golurk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png
426,goodra,dragon,goodra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png
427,goodra,steel,goodra-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10242.png
428,goomy,dragon,goomy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png
429,gorebyss,water,gorebyss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png
430,gossifleur,grass,gossifleur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png
431,gothita,psychic,gothita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png
432,gothitelle,psychic,gothitelle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png
433,gothorita,psychic,gothorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png
434,gouging,fire,gouging-fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png
435,gourgeist,ghost,gourgeist-average,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png
436,gourgeist,ghost,gourgeist-large,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10031.png
437,gourgeist,ghost,gourgeist-small,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10030.png
438,gourgeist,ghost,gourgeist-super,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10032.png
439,grafaiai,poison,grafaiai,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png
440,granbull,fairy,granbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png
441,grapploct,fighting,grapploct,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png
442,graveler,rock,graveler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png
443,graveler,rock,graveler-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10110.png
444,great,ground,great-tusk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png
445,greavard,ghost,greavard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png
446,greedent,normal,greedent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png
447,greninja,water,greninja,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png
448,greninja,water,greninja-ash,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10117.png
449,greninja,water,greninja-battle-bond,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10116.png
450,grimer,poison,grimer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png
451,grimer,poison,grimer-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10112.png
452,grimmsnarl,dark,grimmsnarl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png
453,grimmsnarl,dark,grimmsnarl-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10222.png
454,grookey,grass,grookey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png
455,grotle,grass,grotle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png
456,groudon,ground,groudon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png
457,groudon,ground,groudon-primal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10078.png
458,grovyle,grass,grovyle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png
459,growlithe,fire,growlithe,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png
460,growlithe,fire,growlithe-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10229.png
461,grubbin,bug,grubbin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png
462,grumpig,psychic,grumpig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png
463,gulpin,poison,gulpin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png
464,gumshoos,normal,gumshoos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png
465,gumshoos,normal,gumshoos-totem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10121.png
466,gurdurr,fighting,gurdurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png
467,guzzlord,dark,guzzlord,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png
468,gyarados,water,gyarados,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png
469,gyarados,water,gyarados-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10041.png
470,hakamo,dragon,hakamo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png
471,happiny,normal,happiny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png
472,hariyama,fighting,hariyama,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png
473,hatenna,psychic,hatenna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png
474,hatterene,psychic,hatterene,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png
475,hatterene,psychic,hatterene-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10221.png
476,hattrem,psychic,hattrem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png
477,haunter,ghost,haunter,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png
478,hawlucha,fighting,hawlucha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png
479,haxorus,dragon,haxorus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png
480,heatmor,fire,heatmor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png
481,heatran,fire,heatran,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png
482,heliolisk,electric,heliolisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png
483,helioptile,electric,helioptile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png
484,heracross,bug,heracross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png
485,heracross,bug,heracross-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10047.png
486,herdier,normal,herdier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png
487,hippopotas,ground,hippopotas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png
488,hippowdon,ground,hippowdon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png
489,hitmonchan,fighting,hitmonchan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png
490,hitmonlee,fighting,hitmonlee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png
491,hitmontop,fighting,hitmontop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png
492,ho,fire,ho-oh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png
493,honchkrow,dark,honchkrow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png
494,honedge,steel,honedge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png
495,hoopa,psychic,hoopa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png
496,hoopa,psychic,hoopa-unbound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10086.png
497,hoothoot,normal,hoothoot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png
498,hoppip,grass,hoppip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png
499,horsea,water,horsea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png
500,houndoom,dark,houndoom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png
501,houndoom,dark,houndoom-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10048.png
502,houndour,dark,houndour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png
503,houndstone,ghost,houndstone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png
504,huntail,water,huntail,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png
